latitude,longitude,status,volume,capacity,fish_family,timestamp
60.76741425129333,4.550686967722451,operational,39,78.0,halibut,2020-09-01 01:00:00 +00:00
60.40440706790642,4.574968787399,operational,46,92.0,cod,2020-09-01 01:00:00 +00:00
60.690535672320394,4.354734555130714,operational,37,74.0,trout,2020-09-01 01:00:00 +00:00
60.65825150728924,4.553278405026946,operational,10,20.0,halibut,2020-09-01 01:00:00 +00:00
60.77900739852817,4.421133132481637,operational,18,36.0,cod,2020-09-01 01:00:00 +00:00
60.761640674210135,4.415626135549992,operational,31,62.0,halibut,2020-09-01 01:00:00 +00:00
60.66096795180658,4.5744791125557525,operational,22,44.0,halibut,2020-09-01 01:00:00 +00:00
60.663383421861404,4.5245855567864055,operational,4,8.0,turbot,2020-09-01 01:00:00 +00:00
60.69197527247741,4.58806148766408,operational,38,76.0,cod,2020-09-01 01:00:00 +00:00
60.41882156763998,4.5236032251631,operational,31,62.0,cod,2020-09-01 01:00:00 +00:00
60.7024774687899,4.537107881082944,operational,29,58.0,halibut,2020-09-01 01:00:00 +00:00
60.697309545363254,4.32734083175109,non-operational,0,0.0,none,
60.66042559780533,4.57129002025299,operational,22,44.0,cod,2020-09-01 01:00:00 +00:00
60.53872919996437,4.578864735979182,operational,30,60.0,cod,2020-09-01 01:00:00 +00:00
60.62190217357733,4.624979187673774,operational,24,48.0,cod,2020-09-01 01:00:00 +00:00
60.660655080975225,4.340937782634489,operational,36,72.0,turbot,2020-09-01 01:00:00 +00:00
60.64539594279112,4.572510539726253,operational,36,72.0,halibut,2020-09-01 01:00:00 +00:00
60.74921980707211,4.39639792540781,operational,39,78.0,turbot,2020-09-01 01:00:00 +00:00
60.707735937903806,4.463241355297835,operational,23,46.0,turbot,2020-09-01 01:00:00 +00:00
60.50902512971844,4.5637742812104785,operational,30,60.0,cod,2020-09-01 01:00:00 +00:00
60.65535381659976,4.558242454670159,operational,49,98.0,trout,2020-09-01 01:00:00 +00:00
60.76679340287559,4.354348838605956,operational,46,92.0,turbot,2020-09-01 01:00:00 +00:00
60.54697084675733,4.587757377588516,operational,7,14.0,turbot,2020-09-01 01:00:00 +00:00
60.78552970933453,4.492361351977119,operational,21,42.0,trout,2020-09-01 01:00:00 +00:00
60.45722732071884,4.401198694278216,operational,35,70.0,cod,2020-09-01 01:00:00 +00:00
60.61609799490051,4.602496455215991,non-operational,0,0.0,none,
60.48888396082084,4.570345565603092,non-operational,0,0.0,none,
60.790283078505226,4.575491491905311,operational,18,36.0,trout,2020-09-01 01:00:00 +00:00
60.65294138458948,4.554562483134832,operational,46,92.0,halibut,2020-09-01 01:00:00 +00:00
60.75447123909068,4.584192357136563,operational,22,44.0,trout,2020-09-01 01:00:00 +00:00
60.7496328778927,4.562333255520553,operational,17,34.0,turbot,2020-09-01 01:00:00 +00:00
60.48000446903608,4.616753177627246,operational,6,12.0,turbot,2020-09-01 01:00:00 +00:00
60.71267668783434,4.625480472643008,operational,23,46.0,trout,2020-09-01 01:00:00 +00:00
60.48898447975063,4.617514044514687,operational,17,34.0,turbot,2020-09-01 01:00:00 +00:00
60.78092991208283,4.542365662574775,operational,39,78.0,trout,2020-09-01 01:00:00 +00:00
60.76502533179655,4.5862862561323015,operational,38,76.0,turbot,2020-09-01 01:00:00 +00:00
60.515938788724426,4.610100388983408,operational,46,92.0,turbot,2020-09-01 01:00:00 +00:00
60.465940989395975,4.445554712922469,operational,40,80.0,trout,2020-09-01 01:00:00 +00:00
60.545946311969615,4.625067387352226,operational,50,100.0,halibut,2020-09-01 01:00:00 +00:00
60.65732340725578,4.6104270277080515,operational,18,36.0,trout,2020-09-01 01:00:00 +00:00
60.78671323336266,4.380460700462681,operational,2,4.0,trout,2020-09-01 01:00:00 +00:00
60.5836713969418,4.580924443152152,operational,23,46.0,turbot,2020-09-01 01:00:00 +00:00
60.770779518652844,4.2842003967205375,operational,1,2.0,halibut,2020-09-01 01:00:00 +00:00
60.72648344208702,4.51365376687008,operational,47,94.0,cod,2020-09-01 01:00:00 +00:00
60.7764242849487,4.620328727753609,operational,48,96.0,trout,2020-09-01 01:00:00 +00:00
60.71688477695302,4.613076986479152,operational,0,0.0,halibut,2020-09-01 01:00:00 +00:00
60.67689756099744,4.470468204445312,operational,41,82.0,cod,2020-09-01 01:00:00 +00:00
60.721660404610574,4.606890142620238,operational,12,24.0,trout,2020-09-01 01:00:00 +00:00
60.666627105221345,4.50748135953257,operational,16,32.0,trout,2020-09-01 01:00:00 +00:00
60.774983182549846,4.274707939005086,operational,42,84.0,cod,2020-09-01 01:00:00 +00:00
60.57349286312378,4.423223409514878,operational,42,84.0,trout,2020-09-01 02:00:00 +00:00
60.62370963203196,4.542882351977965,operational,10,20.0,trout,2020-09-01 02:00:00 +00:00
60.61542660947548,4.371430413739886,operational,50,100.0,halibut,2020-09-01 02:00:00 +00:00
60.678488148235694,4.465049174227988,operational,47,94.0,halibut,2020-09-01 02:00:00 +00:00
60.74655827161758,4.440755424558735,operational,48,96.0,turbot,2020-09-01 02:00:00 +00:00
60.741518962274995,4.625866663034612,operational,11,22.0,halibut,2020-09-01 02:00:00 +00:00
60.73702770747703,4.369929066984741,operational,6,12.0,trout,2020-09-01 02:00:00 +00:00
60.60923658326019,4.206972543329307,operational,33,66.0,trout,2020-09-01 02:00:00 +00:00
60.446690306741445,4.594006249236589,operational,12,24.0,trout,2020-09-01 02:00:00 +00:00
60.76384684963294,4.548014091565951,operational,1,2.0,cod,2020-09-01 02:00:00 +00:00
60.59146541290835,4.372271429124962,operational,8,16.0,halibut,2020-09-01 02:00:00 +00:00
60.63141549288987,4.5820125547442405,operational,19,38.0,cod,2020-09-01 02:00:00 +00:00
60.73656498940105,4.1948712930354315,operational,33,66.0,halibut,2020-09-01 02:00:00 +00:00
60.68294397966598,4.634971042917494,operational,28,56.0,cod,2020-09-01 02:00:00 +00:00
60.69704783903382,4.241394953809278,operational,10,20.0,trout,2020-09-01 02:00:00 +00:00
60.737307815721074,4.3096427480395665,operational,4,8.0,trout,2020-09-01 02:00:00 +00:00
60.78020097742274,4.437818515678388,operational,19,38.0,turbot,2020-09-01 02:00:00 +00:00
60.69304812509901,4.576940514137696,operational,38,76.0,halibut,2020-09-01 02:00:00 +00:00
60.76054185764894,4.568313554344738,operational,15,30.0,trout,2020-09-01 02:00:00 +00:00
60.749066089382254,4.552401971041199,operational,31,62.0,trout,2020-09-01 02:00:00 +00:00
60.719870523846495,4.4160318250114825,operational,37,74.0,halibut,2020-09-01 02:00:00 +00:00
60.77137014888323,4.475175041438972,operational,22,44.0,turbot,2020-09-01 02:00:00 +00:00
60.76810275366134,4.537682642540947,operational,47,94.0,trout,2020-09-01 02:00:00 +00:00
60.69985417473278,4.383856455309319,operational,34,68.0,turbot,2020-09-01 02:00:00 +00:00
60.659373758484165,4.616333598473853,operational,12,24.0,cod,2020-09-01 02:00:00 +00:00
60.77282307987445,4.427630590711854,operational,14,28.0,trout,2020-09-01 02:00:00 +00:00
60.56919893879752,4.614679723550961,operational,4,8.0,trout,2020-09-01 02:00:00 +00:00
60.76381884246229,4.597698796546053,operational,28,56.0,turbot,2020-09-01 02:00:00 +00:00
60.66036827871076,4.634105970445145,operational,37,74.0,turbot,2020-09-01 02:00:00 +00:00
60.76661874944324,4.612562409328464,operational,32,64.0,turbot,2020-09-01 02:00:00 +00:00
60.703626581019314,4.401037062429446,non-operational,0,0.0,none,
60.74443957618782,4.537228426204427,operational,14,28.0,trout,2020-09-01 02:00:00 +00:00
60.71494285426786,4.580501557266803,operational,24,48.0,cod,2020-09-01 02:00:00 +00:00
60.77973371788219,4.412162000865999,operational,7,14.0,turbot,2020-09-01 02:00:00 +00:00
60.55971417941711,4.613448424785126,operational,50,100.0,halibut,2020-09-01 02:00:00 +00:00
60.70053511276661,4.636115840053233,operational,12,24.0,turbot,2020-09-01 02:00:00 +00:00
60.68364409861718,4.5229927830380365,operational,47,94.0,trout,2020-09-01 02:00:00 +00:00
60.70541303788466,4.288129769679588,operational,18,36.0,trout,2020-09-01 02:00:00 +00:00
60.72998512993706,4.599621468642983,operational,42,84.0,trout,2020-09-01 02:00:00 +00:00
60.68225801479297,4.552323926595483,operational,28,56.0,cod,2020-09-01 02:00:00 +00:00
60.77887359868291,4.620429763227615,operational,44,88.0,trout,2020-09-01 02:00:00 +00:00
60.775125515959104,4.593072908491244,operational,20,40.0,trout,2020-09-01 02:00:00 +00:00
60.69750468842246,4.553398068932574,operational,46,92.0,turbot,2020-09-01 02:00:00 +00:00
60.71382755339437,4.6380503388629695,operational,19,38.0,halibut,2020-09-01 02:00:00 +00:00
60.709358854510974,4.614674342624886,operational,37,74.0,turbot,2020-09-01 02:00:00 +00:00
60.561996292033356,4.44228202821122,non-operational,0,0.0,none,
60.61370419645126,4.5952038379670705,operational,22,44.0,cod,2020-09-01 02:00:00 +00:00
60.752382799776,4.548259203478181,non-operational,0,0.0,none,
60.57374964065282,4.3143450680792,operational,41,82.0,turbot,2020-09-01 02:00:00 +00:00
60.69823718849543,4.505421840459413,operational,31,62.0,trout,2020-09-01 02:00:00 +00:00
60.52112258942491,4.597491238335523,operational,13,26.0,cod,2020-09-01 02:00:00 +00:00
60.677278780293875,4.597272973074793,operational,11,22.0,halibut,2020-09-01 02:00:00 +00:00
60.685423503531666,4.254079935992803,non-operational,0,0.0,none,
60.54509677094511,4.488379952137792,non-operational,0,0.0,none,
60.44398936395631,4.571972235695042,operational,31,62.0,turbot,2020-09-01 02:00:00 +00:00
60.76428522054368,4.537714674511536,operational,25,50.0,trout,2020-09-01 02:00:00 +00:00
60.57146727065215,4.5461174395747355,operational,47,94.0,turbot,2020-09-01 02:00:00 +00:00
60.72967834332542,4.5869852405378655,operational,26,52.0,turbot,2020-09-01 02:00:00 +00:00
60.748142197426816,4.33308818980597,operational,45,90.0,cod,2020-09-01 02:00:00 +00:00
60.738497310437836,4.553640376787657,operational,31,62.0,trout,2020-09-01 02:00:00 +00:00
60.73807192667174,4.229930088761351,operational,23,46.0,cod,2020-09-01 02:00:00 +00:00
60.54385620082612,4.1852199745126635,operational,13,26.0,turbot,2020-09-01 02:00:00 +00:00
60.78143530179786,4.566861247871838,operational,43,86.0,halibut,2020-09-01 02:00:00 +00:00
60.766271688432674,4.513698763506419,operational,23,46.0,halibut,2020-09-01 02:00:00 +00:00
60.46255236345841,4.328290962531591,operational,50,100.0,trout,2020-09-01 02:00:00 +00:00
60.57020705296221,4.419016356883359,operational,46,92.0,cod,2020-09-01 02:00:00 +00:00
60.73284152599153,4.562998167877864,operational,15,30.0,halibut,2020-09-01 02:00:00 +00:00
60.760191606542236,4.630953265739657,non-operational,0,0.0,none,
60.721883150569184,4.628721139254699,operational,40,80.0,halibut,2020-09-01 02:00:00 +00:00
60.62685438223526,4.572219106354183,operational,42,84.0,halibut,2020-09-01 02:00:00 +00:00
60.63160518497739,4.616079362753118,non-operational,0,0.0,none,
60.714394039024945,4.370500381957373,operational,40,80.0,cod,2020-09-01 02:00:00 +00:00
60.58199430798791,4.575976731693192,operational,25,50.0,trout,2020-09-01 02:00:00 +00:00
60.70363862365467,4.494860962383155,non-operational,0,0.0,none,
60.70059741839785,4.630477633305647,operational,13,26.0,turbot,2020-09-01 02:00:00 +00:00
60.62353250182691,4.285757869201618,operational,16,32.0,turbot,2020-09-01 02:00:00 +00:00
60.758516556978044,4.510600424252282,operational,47,94.0,cod,2020-09-01 02:00:00 +00:00
60.683814723675155,4.5724174975460885,operational,45,90.0,trout,2020-09-01 02:00:00 +00:00
60.64664509193615,4.610754678094267,operational,26,52.0,turbot,2020-09-01 02:00:00 +00:00
60.54567729800157,4.303424513931158,operational,2,4.0,halibut,2020-09-01 02:00:00 +00:00
60.733137637585195,4.465617870625529,non-operational,0,0.0,none,
60.75012080809349,4.544580574612841,operational,31,62.0,turbot,2020-09-01 02:00:00 +00:00
60.50136360909433,4.565033881924693,operational,18,36.0,trout,2020-09-01 02:00:00 +00:00
60.626384436260814,4.603844511693337,operational,21,42.0,halibut,2020-09-01 02:00:00 +00:00
60.761314142073715,4.574265759763941,operational,27,54.0,cod,2020-09-01 02:00:00 +00:00
60.558757377990794,4.34405027535168,operational,3,6.0,cod,2020-09-01 02:00:00 +00:00
60.69594971458933,4.475899144756265,operational,17,34.0,turbot,2020-09-01 02:00:00 +00:00
60.643468590840385,4.4474354763052855,operational,47,94.0,halibut,2020-09-01 02:00:00 +00:00
60.626756716807634,4.483934368883209,operational,5,10.0,turbot,2020-09-01 02:00:00 +00:00
60.32890550228533,4.489164253601232,operational,12,24.0,cod,2020-09-01 02:00:00 +00:00
60.74271004489431,4.636046860352906,operational,38,76.0,turbot,2020-09-01 02:00:00 +00:00
60.43785866139378,4.4354198036463375,non-operational,0,0.0,none,
60.508113635037645,4.534150905840713,operational,16,32.0,cod,2020-09-01 02:00:00 +00:00
60.77700148622737,4.50960883140607,operational,23,46.0,cod,2020-09-01 02:00:00 +00:00
60.77139146201458,4.5644242811500355,operational,1,2.0,cod,2020-09-01 02:00:00 +00:00
60.57715712381821,4.257000498742981,operational,5,10.0,trout,2020-09-01 02:00:00 +00:00
60.76288266005475,4.523148945426269,operational,49,98.0,cod,2020-09-01 02:00:00 +00:00
60.72205366861352,4.594425774159822,operational,38,76.0,cod,2020-09-01 02:00:00 +00:00
60.59863495546232,4.4486922769148265,operational,27,54.0,cod,2020-09-01 02:00:00 +00:00
60.76275350228961,4.277734694134943,operational,30,60.0,halibut,2020-09-01 02:00:00 +00:00
60.70731516115438,4.616179820539942,operational,46,92.0,trout,2020-09-01 02:00:00 +00:00
60.75820750634346,4.448705840826835,operational,15,30.0,cod,2020-09-01 03:00:00 +00:00
60.77259591853749,4.2425470572328985,operational,49,98.0,turbot,2020-09-01 03:00:00 +00:00
60.75758089846928,4.588577528851315,operational,9,18.0,trout,2020-09-01 03:00:00 +00:00
60.64145036298828,4.518674239485601,non-operational,0,0.0,none,
60.51178275844035,4.65275822817241,operational,8,16.0,cod,2020-09-01 03:00:00 +00:00
60.578266784453625,4.588056350451594,operational,32,64.0,trout,2020-09-01 03:00:00 +00:00
60.63919612377039,4.656189215369647,operational,17,34.0,trout,2020-09-01 03:00:00 +00:00
60.75947464229605,4.551730165382974,operational,20,40.0,turbot,2020-09-01 03:00:00 +00:00
60.60929104592111,4.453074728248057,operational,45,90.0,turbot,2020-09-01 03:00:00 +00:00
60.748260578730914,4.643973901464093,operational,38,76.0,halibut,2020-09-01 03:00:00 +00:00
60.75982928092739,4.471020458669037,operational,1,2.0,cod,2020-09-01 03:00:00 +00:00
60.705192961198094,4.417814872385349,operational,18,36.0,cod,2020-09-01 03:00:00 +00:00
60.65390986856971,4.388281778738887,operational,22,44.0,cod,2020-09-01 03:00:00 +00:00
60.73992953243039,4.595789464032903,operational,36,72.0,cod,2020-09-01 03:00:00 +00:00
60.7404921547171,4.501236378394925,operational,26,52.0,turbot,2020-09-01 03:00:00 +00:00
60.575443606769106,4.4401603042612425,operational,46,92.0,trout,2020-09-01 03:00:00 +00:00
60.72649085016631,4.559335679698728,operational,35,70.0,turbot,2020-09-01 03:00:00 +00:00
60.67814848652233,4.6231530823825295,operational,17,34.0,halibut,2020-09-01 03:00:00 +00:00
60.664784114713655,4.468663609390912,operational,39,78.0,cod,2020-09-01 03:00:00 +00:00
60.766170409661726,4.655363118182875,operational,0,0.0,halibut,2020-09-01 03:00:00 +00:00
60.68473800219126,4.371186997515834,operational,6,12.0,trout,2020-09-01 03:00:00 +00:00
60.49369542843961,4.525032731652376,operational,35,70.0,cod,2020-09-01 03:00:00 +00:00
60.52029739572308,4.53139251629468,operational,47,94.0,trout,2020-09-01 03:00:00 +00:00
60.61492329047243,4.612995481658822,operational,29,58.0,cod,2020-09-01 03:00:00 +00:00
60.731974025071885,4.450182261476856,operational,5,10.0,halibut,2020-09-01 03:00:00 +00:00
60.77252888334016,4.532492700734384,operational,31,62.0,cod,2020-09-01 03:00:00 +00:00
60.67395770937828,4.371019368319592,operational,16,32.0,turbot,2020-09-01 03:00:00 +00:00
60.636868575897935,4.575528467067284,operational,8,16.0,halibut,2020-09-01 03:00:00 +00:00
60.50343065925912,4.498644961552258,operational,37,74.0,turbot,2020-09-01 03:00:00 +00:00
60.568409816158976,4.583326406354969,operational,35,70.0,trout,2020-09-01 03:00:00 +00:00
60.743216845848714,4.4801190012898156,operational,40,80.0,cod,2020-09-01 03:00:00 +00:00
60.77113285624912,4.636772216615617,operational,21,42.0,turbot,2020-09-01 03:00:00 +00:00
60.74520929981102,4.64012664315798,operational,24,48.0,halibut,2020-09-01 03:00:00 +00:00
60.545192501707305,4.5173407243683785,operational,33,66.0,trout,2020-09-01 03:00:00 +00:00
60.5949279573533,4.664935386295193,operational,29,58.0,halibut,2020-09-01 03:00:00 +00:00
60.43979836864702,4.658406976700458,operational,3,6.0,turbot,2020-09-01 03:00:00 +00:00
60.63366328333566,4.5253256580292245,operational,34,68.0,cod,2020-09-01 03:00:00 +00:00
60.60613530576419,4.655333634564583,operational,28,56.0,turbot,2020-09-01 03:00:00 +00:00
60.34857481240819,4.624630181393582,operational,26,52.0,turbot,2020-09-01 03:00:00 +00:00
60.50885852099907,4.520673017437674,operational,39,78.0,trout,2020-09-01 03:00:00 +00:00
60.64734744622973,4.653089581230084,operational,18,36.0,trout,2020-09-01 03:00:00 +00:00
60.46250934784475,4.588674895278258,operational,44,88.0,trout,2020-09-01 03:00:00 +00:00
60.613403279822315,4.600139803921575,operational,0,0.0,turbot,2020-09-01 03:00:00 +00:00
60.69470924422753,4.349778587882624,operational,7,14.0,cod,2020-09-01 03:00:00 +00:00
60.76848542928508,4.345175780880972,operational,4,8.0,trout,2020-09-01 03:00:00 +00:00
60.454016504495264,4.388092839794172,operational,31,62.0,trout,2020-09-01 03:00:00 +00:00
60.67508699878269,4.547645821628553,operational,44,88.0,cod,2020-09-01 03:00:00 +00:00
60.75605231462275,4.438370854572705,operational,4,8.0,turbot,2020-09-01 03:00:00 +00:00
60.67933358007251,4.642762217028488,operational,11,22.0,cod,2020-09-01 03:00:00 +00:00
60.63426553517505,4.659863901020266,operational,50,100.0,halibut,2020-09-01 03:00:00 +00:00
60.43773025509608,4.382004675949058,operational,3,6.0,cod,2020-09-01 03:00:00 +00:00
60.77309966214932,4.509954008615463,operational,41,82.0,halibut,2020-09-01 03:00:00 +00:00
60.70807862647744,4.584008035831216,operational,26,52.0,cod,2020-09-01 03:00:00 +00:00
60.545848419326624,4.416921000493386,operational,32,64.0,halibut,2020-09-01 03:00:00 +00:00
60.367176858564385,4.606150168700143,operational,29,58.0,turbot,2020-09-01 03:00:00 +00:00
60.66848154852621,4.525750410943984,operational,9,18.0,trout,2020-09-01 03:00:00 +00:00
60.6150596724129,4.452228499820407,operational,36,72.0,halibut,2020-09-01 03:00:00 +00:00
60.52951464308524,4.377092976730145,operational,24,48.0,trout,2020-09-01 03:00:00 +00:00
60.740689310521276,4.644555874375571,operational,46,92.0,turbot,2020-09-01 03:00:00 +00:00
60.61557561191169,4.447187566122291,operational,24,48.0,cod,2020-09-01 03:00:00 +00:00
60.73576377786992,4.512974768265265,operational,48,96.0,cod,2020-09-01 03:00:00 +00:00
60.608488410730665,4.654949886203331,operational,4,8.0,turbot,2020-09-01 03:00:00 +00:00
60.55784080302964,4.191757037199636,operational,3,6.0,halibut,2020-09-01 03:00:00 +00:00
60.446939814801254,4.562958512099557,operational,7,14.0,cod,2020-09-01 03:00:00 +00:00
60.74752654824309,4.577723526703832,operational,3,6.0,turbot,2020-09-01 03:00:00 +00:00
60.497632756543915,4.4942112964465695,operational,24,48.0,halibut,2020-09-01 03:00:00 +00:00
60.77054720490854,4.250214683208557,operational,18,36.0,trout,2020-09-01 03:00:00 +00:00
60.71881385763989,4.544923772146692,non-operational,0,0.0,none,
60.59701408251107,4.652742521759235,operational,14,28.0,turbot,2020-09-01 03:00:00 +00:00
60.58615513323755,4.590988592689268,operational,38,76.0,trout,2020-09-01 03:00:00 +00:00
60.75138036246644,4.433026040459132,non-operational,0,0.0,none,
60.699025637039696,4.521337612105339,operational,48,96.0,trout,2020-09-01 03:00:00 +00:00
60.627709164585994,4.62100752696078,operational,9,18.0,turbot,2020-09-01 03:00:00 +00:00
60.5496645878853,4.335239519056714,operational,18,36.0,turbot,2020-09-01 03:00:00 +00:00
60.39080503420778,4.468911278974254,operational,21,42.0,cod,2020-09-01 03:00:00 +00:00
60.570876496494954,4.657745244653854,operational,43,86.0,cod,2020-09-01 03:00:00 +00:00
60.71918369177923,4.550217467642597,operational,16,32.0,halibut,2020-09-01 03:00:00 +00:00
60.5520701463297,4.53770687560115,non-operational,0,0.0,none,
60.4692591228278,4.651604167607081,operational,17,34.0,cod,2020-09-01 03:00:00 +00:00
60.71906517185358,4.6383809795306075,operational,27,54.0,turbot,2020-09-01 03:00:00 +00:00
60.754313954915624,4.467304294794958,operational,43,86.0,cod,2020-09-01 03:00:00 +00:00
60.74242754482655,4.555787081697415,operational,41,82.0,cod,2020-09-01 03:00:00 +00:00
60.65689525275946,4.453420671826464,operational,9,18.0,cod,2020-09-01 03:00:00 +00:00
60.718860901375336,4.493110825648897,operational,23,46.0,cod,2020-09-01 03:00:00 +00:00
60.74831016486849,4.638934235010063,operational,31,62.0,halibut,2020-09-01 03:00:00 +00:00
60.77059593965363,4.560041646442665,operational,40,80.0,cod,2020-09-01 03:00:00 +00:00
60.76996837907293,4.603288063836818,operational,38,76.0,cod,2020-09-01 03:00:00 +00:00
60.43256766887828,4.531833412447026,operational,46,92.0,cod,2020-09-01 03:00:00 +00:00
60.69527862435761,4.615457277980437,operational,20,40.0,turbot,2020-09-01 03:00:00 +00:00
60.401773116182724,4.621907279115936,operational,28,56.0,turbot,2020-09-01 03:00:00 +00:00
60.728243557510815,4.20777669587161,operational,50,100.0,cod,2020-09-01 03:00:00 +00:00
60.71011451646211,4.577924875786863,operational,43,86.0,trout,2020-09-01 03:00:00 +00:00
60.76367539527931,4.472323209508896,operational,29,58.0,trout,2020-09-01 03:00:00 +00:00
60.59198684650104,4.661071847624022,operational,29,58.0,cod,2020-09-01 03:00:00 +00:00
60.47603979680288,4.638875494217877,operational,30,60.0,cod,2020-09-01 03:00:00 +00:00
60.63808817896484,4.6105782413276994,operational,20,40.0,turbot,2020-09-01 03:00:00 +00:00
60.61191685331146,4.634851331158476,operational,28,56.0,halibut,2020-09-01 03:00:00 +00:00
60.32742664910211,4.488085685085057,operational,10,20.0,halibut,2020-09-01 03:00:00 +00:00
60.741531649995956,4.639797684235476,operational,30,60.0,turbot,2020-09-01 03:00:00 +00:00
60.75107466599934,4.244976788101823,operational,15,30.0,cod,2020-09-01 03:00:00 +00:00
60.70435914134289,4.5712903365149815,operational,32,64.0,cod,2020-09-01 03:00:00 +00:00
60.49878049949959,4.5372793031205045,operational,31,62.0,cod,2020-09-01 04:00:00 +00:00
60.71986270867384,4.661896505296368,non-operational,0,0.0,none,
60.660912380373986,4.648123366519613,operational,16,32.0,halibut,2020-09-01 04:00:00 +00:00
